oricoriopau,46,2000
spiritomb,124,3720
mewtwomegax,59,1770
mewtwomegay,89,2670
mollux,60,3000
feraligatr,63,1890
pumpkaboosuper,115,3450
sobble,45,1800
alcremierubycreamstar,60,2400
furfroudiamond,40,1200
medichammega,43,1290
nidorina,39,1560
shiftry,44,1320
hatenna,50,2000
vikavolt,60,2400
wynaut,39,1560
nidorino,49,1470
raticatealola,35,1050
roselia,71,2130
pansear,39,1560
lileep,99,2970
roserade,40,1200
dragalge,79,2370
donphanf,50,2000
yanma,119,3570
aipom,29,1160
dartrix,39,1650
cradily,59,1770
hypnof,43,1720
basculinblue,29,1160
xatuf,29,870
sirfetchd,60,2400
gardevoir,77,2310
crustle,59,1770
gigalith,63,1890
falinks,30,1200
virizion,59,1770
houndoom,41,1230
toxicroak,15,600
sandshrewalola,29,870
gliscor,69,2070
salazzletotem,50,1500
lycanrocmidnight,47,1410
morpeko,29,870
scizor,59,1770
igglybuff,79,2370
houndoommega,41,1230
vivillonpolar,79,2370
arctozolt,60,1800
sandslashalola,18,720
swadloon,74,2220
wailord,119,3570
arcanine,51,1530
arceuselectric,89,2670
tangrowth,69,2070
mismagius,59,1770
cottonee,119,3570
stakataka,58,1740
palkia,79,2370
silvallyelectric,38,1600
alcremielemoncreamribbon,60,2400
butterfree,63,1890
crucibelle,30,900
blastoise,79,2370
gible,31,1240
magearnaoriginal,30,900
pidgey,23,920
pidove,44,1320
numel,59,1770
unown,79,2370
cobalion,74,2220
alcremielemoncream,60,2400
bibarel,39,1560
indeedeef,57,1710
samurott,59,1770
zigzagoongalar,20,800
crucibellemega,51,1530
feebas,59,1770
darkrai,59,1770
kyogre,75,2250
vivillonsun,79,2370
grapploct,60,2400
durant,59,1770
glalie,61,1830
lotad,19,760
skarmory,59,1770
lunatone,89,2670
floatzel,47,1410
miasmaw,59,1770
heracrossmega,59,1770
genesectburn,49,1960
qwilfish,71,2130
rhydon,47,1410
floette,47,1410
arceusflying,89,2670
kubfu,20,600
marowakalola,31,930
pikachucosplay,32,1280
dugtrioalola,59,1770
pajantom,80,3200
deoxysspeed,47,1410
alcremievanillacreamflower,60,2400
raikou,59,1770
ambipom,49,1470
alcremievanillacreamberry,60,2400
zarudedada,40,1200
aegislash,59,1770
dreepy,60,1800
drowzee,69,2070
trubbish,41,1230
alcremierainbowswirlstar,60,2400
palpitoad,55,1650
vivillonelegant,79,2370
arrokuda,40,1600
silvallydragon,42,1720
comfey,49,1470
krikretot,60,1800
skorupi,51,1530
carkol,70,2800
greninja,39,1560
electivire,59,1770
pansage,35,1400
snom,60,2400
alcremiegmax,150,4500
thundurus,79,2370
primeape,39,1560
bouffalant,29,1160
silvallysteel,39,1560
corviknight,45,1800
zamazenta,72,2160
bidoof,43,1290
meowstic,47,1410
lycanrocdusk,53,1590
carracosta,59,1770
crobat,27,1080
clefairy,39,1560
cramorant,40,1600
solosis,59,1770
pikipek,10,400
hattrem,72,2880
relicanth,79,2370
alcremievanillacreamclover,60,2400
basculinbluestriped,29,1160
burmytrash,59,1770
hippowdon,59,1770
miniorindigo,139,4170
centiskorchgmax,160,4800
obstagoon,30,1200
empoleon,59,1770
zoroark,49,1470
calyrexshadow,80,2400
togedemaru,15,600
suicune,59,1770
gyaradosf,59,1770
lanturn,63,1890
lapras,89,2670
hakamoo,21,840
ninetales,59,1770
alcremiemintcreamflower,60,2400
melmetal,59,1770
latias,87,2610
dracovish,59,1770
braviary,21,840
simisage,29,1160
whiscash,58,1740
boldore,89,2670
combusken,27,1080
mienfoo,59,1770
sawk,59,1770
gabite,39,1560
rattata,25,1000
ursaringf,44,1760
graveleralola,35,1480
reshiram,69,2070
alcremiecaramelswirllove,60,2400
claydol,79,2370
silvallyground,38,1600
ampharos,47,1410
forretress,59,1770
alcremielemoncreamlove,60,2400
mimikyubusted,29,1160
raboot,32,1280
gothorita,31,1240
buizel,49,1470
cubone,47,1410
gastrodon,59,1770
alcremiecaramelswirl,60,2400
metang,59,1770
kerflufflef,40,1200
doduof,45,1800
unfezantf,29,1160
brionne,42,1260
cramorantgorging,30,1200
kadabraf,49,1960
sandygast,77,2310
grimeralola,61,1830
cacnea,49,1470
eiscue,60,1800
gligar,59,1770
plusle,39,1560
alcremiecaramelswirlflower,60,2400
bisharp,39,1560
vivillonsandstorm,79,2370
oricoriosemsu,34,1440
venusaur,59,1770
pikachukantocap,32,960
marshadow,57,1710
regirock,69,2070
alcremiemintcreamstar,60,2400
jumpluff,79,2370
bellsprout,59,1770
cresselia,119,3570
pikachuphd,38,1140
poliwag,44,1320
camerupt,59,1770
chimchar,55,1650
miniorviolet,139,4170
phanpy,51,1530
genesectshock,49,1960
glameow,47,1410
oranguru,46,1880
masquerain,59,1770
smeargle,39,1560
gulpin,59,1770
lilligant,49,1470
golem,59,1770
manectric,49,1470
victini,39,1560
happiny,39,1560
krikretotf,60,1800
ferroseed,1,0
golemalola,49,1470
watchog,54,1620
aron,39,1560
charjabug,34,1020
bruxish,44,1320
deerlingsummer,59,1770
kommoo,49,1470
vivillontundra,79,2370
floetteeternal,47,1410
kitsunoh,60,1800
meganium,59,1770
oricoriopompom,23,920
marill,53,1590
solrock,89,2670
unownl (1),77,2310
piplup,39,1560
rockruff,30,1200
kangaskhanmega,69,2070
nidoran_f,63,1890
hatterenegmax,120,3600
cleffa,41,1230
gengarmega,59,1770
snorlax,106,3180
nidoran_m,49,1470
lopunny,49,1470
beedrillmega,39,1560
blacephalon,44,1320
morpekohangry,20,600
shinootic,39,1560
aurorus,89,2670
alakazamf,69,2070
copperajahgmax,200,6000
staryu,59,1770
alcremiemintcream,60,2400
alcremiesaltedcreamflower,60,2400
stenee,34,1020
poliwhirl,39,1560
silvallygrass,39,1680
yungoos,29,1160
clamperl,54,1620
mudsdale,62,1860
cherubi,49,1470
garchompf,60,1800
darmanitangalar,70,2800
wooloo,74,2960
silvallyfire,38,1520
stantler,39,1560
marshtomp,51,1530
pinsir,39,1560
mareep,74,2220
girafarig,119,3570
duraludon,60,1800
honchkrow,41,1230
arceusdark,89,2670
raichu,28,1120
xurkitree,48,1440
stunfisk,47,1410
pichu,47,1410
ledybaf,39,1170
alcremielemoncreamclover,60,2400
alcremierubyswirlberry,60,2400
tauros,47,1410
beartic,59,1770
noctowl,30,900
sawsbuck,47,1410
torkoal,159,4770
tynamo,79,2370
litleo,39,1560
miniormeteor,120,3600
meowthgalar,35,1400
breloom,39,1560
duosion,59,1770
scrafty,49,1470
surskit,69,2070
phantump,99,2970
arbok,79,2370
drednaw,65,2600
kyogreprimal,69,2070
ledian,41,1230
thundurustherian,59,1770
stunfiskgalar,60,2400
vivillonocean,79,2370
politoedf,59,1770
rapidashgalar,80,3200
slowking,59,1770
munchlax,59,1770
furfrou,47,1410
fletchinder,24,960
florgesblue,74,2220
lairon,59,1770
bayleef,51,1530
xerneas,74,2220
flabebeblue,79,2370
gossifleur,80,3200
hypno,47,1410
donphan,49,1470
whirlipede,79,2370
bagon,29,1160
slowbro,59,1770
ledianf,42,1260
pumpkaboosmall,119,3570
excadrill,47,1410
deino,67,2010
regigigas,79,2370
zaciancrowned,72,2160
voodoomf,45,1350
delibird,39,1560
panpour,31,1240
arceusrock,89,2670
medichamf,44,1760
zeraora,48,1440
charizardgmax,21,4320
tornadustherian,39,1560
sinistea,90,3600
abomasnow,59,1770
deoxysattack,59,1770
pidgeotto,19,760
granbull,59,1770
heracross,59,1770
emolga,99,2970
sableye,43,1290
vivillonpokeball,79,2370
mantine,79,2370
pupitar,69,2070
espeon,59,1770
flapplegmax,180,5400
vanilluxe,59,1770
justyke,60,2130
castform,45,1350
lurantis,35,1400
tropius,119,3570
barraskewda,45,1800
rotomfan,59,1770
passimian,29,870
regieleki,126,3780
sharpedomega,70,2100
chikorita,47,1410
diancie,59,1770
deoxys,59,1770
arceusfairy,89,2670
cameruptf,59,2360
skwovet,50,2000
venipede,31,1240
shellos,119,3570
vikavolttotem,59,2440
corvisquire,30,1200
mimikyubustedtotem,30,900
miniorgreen,139,4170
politoed,119,3570
copperajah,79,2370
glastrier,69,2070
meloetta,39,1560
dracozolt,60,1800
medicham,43,1290
zekrom,67,2010
furfroulareine,35,1050
misdreavus,49,1470
pawniard,23,920
jirachi,59,1770
gallade,40,1200
hoopamega,1,0
pikachualolacap,32,960
alcremierainbowswirlribbon,60,2400
venonat,59,1770
furfroukabuki,35,1050
camperuptmega,1,0
blazikenf,49,1470
klang,75,2250
landorustherian,59,1770
metapod,59,1770
sillvallygrass,47,1410
tyrantrum,61,1830
raichuf,29,1160
purrloin,55,1650
loudred,55,1650
silvally,37,1560
pidgeot,53,1590
avalugg,79,2370
quagsiref,69,2760
gastly,63,1890
buneary,47,1410
mr._mime,75,2250
minccino,39,1560
rowlet,38,1350
simipour,49,1470
alcremiesaltedcream,60,2400
porygon,47,1410
venomoth,47,1410
beheeyem,42,1260
calyrex,90,2700
florgeswhite,74,2220
giratina,79,2370
larvesta,67,2010
orbeetle,63,2520
eternatuseternamax,600,18000
metagrossmega,65,2600
houndoomf,44,1760
groudon,59,1770
alcremiemintcreamribbon,60,2400
croconaw,59,1770
machampgmax,80,2400
tapufini,66,2640
baltoy,59,1770
necrozmadawnwings,114,3420
chacabug,34,1020
eelektrik,59,1770
sneaself,49,1960
kyuremwhite,79,2370
alcremiesaltedcreamclover,60,2400
corsolagalar,60,2400
furfroustar,40,1200
golbat,59,1770
alcremielemoncreamberry,60,2400
rufflet,31,1240
rotomwash,59,1770
silvallyice,37,1600
kyurem,87,2610
delcatty,59,1770
beautifly,79,2370
mawilemega,59,1770
entei,79,2370
darmanitan,45,1350
sandshrew,29,1160
grookey,40,1600
toxicroakf,16,640
golduck,49,1470
elekid,31,1240
hoothoot,47,1410
necrozmaultra,78,2340
dubwool,50,2000
genesectdouse,49,1960
krabby,39,1560
chimecho,69,2070
kinglergmax,120,3600
wormadam,79,2370
flaaffy,47,1410
exploud,79,2370
slugma,59,1770
carbink,83,2490
meditite,39,1560
melmetalgmax,160,4800
seadra,59,1770
audino,59,1770
chingling,39,1560
necrozma,58,1740
eiscuenoice,45,1350
piloswinef,59,2360
binacle,44,1320
exeggcute,59,1770
flabebe,79,2370
silvallybug,39,1600
staravia,15,600
dewott,29,1160
manectricmega,59,1770
mareanie,28,840
applin,30,1200
swalotf,59,1770
turtonator,49,1470
gastrodoneast,59,1770
fletchling,44,1320
swablu,79,2370
kingdra,71,2130
pangoro,59,1770
haxorus,59,1770
heatran,69,2070
machoke,31,1240
tympole,29,1160
natu,37,1480
eevee,25,1000
charmeleon,59,1770
skiploom,49,1470
koffing,179,5370
kerfluffle,40,1200
lopunnymega,29,1160
luxray,59,1770
magikarp,29,1160
charizardmegay,95,2850
charizardmegax,61,3050
milotic,63,1890
turnator,49,1470
clawitzer,47,1410
probopass,59,1770
cosmog,42,1260
nuzleaff,29,1160
emboar,59,1770
marowakalolatotem,30,900
eelektross,59,1770
luxiof,50,1500
hoppip,49,1470
gumshoos,37,1600
mothim,41,1230
jynx,59,1770
skiddo,59,1770
image2,1,0
ludicolo,59,1770
solgaleo,53,1590
barboach,59,1770
diggersby,49,1470
houndour,47,1410
raticatef,57,2280
aipomf,30,1200
kriketunef,45,1350
mimejr,31,1240
blipbug,50,2000
landorus,79,2370
crabominable,42,1840
frillish,59,1770
rotom,59,1770
toucannon,48,1440
crabawler,26,1040
palossand,75,2250
arctovish,109,3270
pidgeotmega,60,1800
alcremierubyswirlribbon,60,2400
huntail,59,1770
cawmodore,30,1200
meowthalola,32,960
graveler,49,1470
conkeldurr,59,1770
giratinaorigin,69,2070
arceuspsychic,89,2670
alcremierubycreamlove,60,2400
kadabra,51,1530
octilleryf,59,1770
zygarde10,38,1140
gourgeistsuper,60,1800
grotle,59,1770
seismitoad,44,1320
corsola,59,1770
flareon,29,1160
rolycoly,40,1600
sawsbucksummer,47,1410
zapdosgalar,75,2250
flapple,30,1200
spearow,23,920
mewtwo,89,2670
tangrowthf,70,2100
jumbao,45,1350
wailmer,59,1770
silvallypsychic,38,1560
goldeenf,64,1920
serperior,79,2370
florges,74,2220
sudowoodo,58,1770
latios,87,2610
zigzagoon,47,1410
rampardos,59,1770
articuno,39,1560
pumpkabosuper,119,3570
hoopaunbound,74,2220
vileplume,28,1120
chansey,51,1530
alcremierainbowswirllove,60,2400
rhyhorn,71,2130
mesprit,59,1770
alcremierainbowswirlberry,60,2400
metagross,79,2370
rillaboom,45,1800
swampertmega,79,2370
fennekin,25,1000
oddish,49,1470
wartortle,31,1240
dusclops,59,1770
dragonite,44,1320
slowbromega,80,2400
shinx,39,1560
appletungmax,180,5400
scizormega,59,1770
cyndaquil,49,1470
vespiquen,47,1410
sentret,47,1410
alcremierubycreamflower,60,2400
mrmimegalar,26,1040
lumineon,59,1770
banette,59,1770
blaziken,47,1410
corviknightgmax,160,4800
lurantistotem,34,1020
shiinotic,39,1560
patrat,29,1160
mukalola,69,2070
hydreigon,85,2550
zarude,40,1200
meloettapirouette,39,1560
pluffle,30,900
articunogalar,89,2670
minioryellow,138,4140
cinccino,59,1770
fomantis,30,1200
kommoototem,51,1530
butterfreef,59,2360
doduo,35,1400
sandacondagmax,299,9000
roseliaf,72,2160
altaria,59,1770
beautiflyf,79,2370
beldum,58,1740
moltres,97,4850
alakazam,74,2220
sunkern,59,1770
archeops,39,1560
alcremiesaltedcreamstar,60,2400
alcremiematchacreamstar,60,2400
drifloon,69,2070
fidgit,60,1800
sharpedo,59,1770
bronzong,79,2370
meowth,41,1230
cacturne,59,1770
cursola,120,4800
elgyem,75,2250
finneonf,60,1800
haunter,59,1770
poliwrath,36,1440
smogecko,40,1200
absol,59,1770
araquanidtotem,34,1020
heatmor,99,2970
alakazammega,79,2370
slurpuff,47,1410
toxel,30,1200
celebi,75,2250
barbaracle,79,2370
dwebble,59,1770
gligarf,59,2360
luvdisc,59,1770
silvallyfighting,36,1440
ambipomf,50,1500
orbeetlegmax,240,7200
vivillonhighplains,79,2370
ursaring,44,1320
vivillonarchipelago,79,2370
dhelmise,62,1860
miltank,59,1770
necturna,86,3440
froslass,69,2070
rotomheat,59,1770
stonjourner,98,2940
alcremiematchacreamclover,60,2400
alcremierainbowswirlflower,60,2400
litten,28,1020
moltresgalar,84,2520
flabebewhite,79,2370
vullaby,31,1240
arceusfighting,89,2670
omastar,79,2370
marowak,41,1230
alcremiesaltedcreamribbon,60,2400
clefable,39,1560
typhlosion,56,1680
murkrow,39,1560
pelipper,29,1160
kartana,42,1260
victreebel,59,2360
vigoroth,59,1770
ampharosmega,47,1410
floetteblue,47,1410
alcremierubycreamclover,60,2400
archen,119,3570
aggronmega,59,1770
arceusfire,89,2670
grubbin,21,630
trapinch,79,2370
furfroudebutante,35,1050
darmanitangalarzen,40,1600
furret,59,1770
carvanha,79,2370
voltorb,59,1770
swirlix,47,1410
chandelure,69,2070
wormadamtrash,79,2370
wurmple,59,1770
spewpa,59,1770
alcremierubyswirlflower,60,2400
vivillonjungle,79,2370
eeveegmax,2,2970
yamper,40,1600
sudowoodof,63,1890
croagunk,39,1560
buizels,50,1500
tirtouga,79,2370
cufant,60,1800
chespin,44,1320
foongus,39,1560
alcremiematchacreamflower,60,2400
electabuzz,39,1560
voodoom,45,1350
magmar,59,1770
pachirisu,49,1470
tentacool,59,1770
caterpie,49,1470
golett,59,1770
dewgong,59,1770
cinderace,40,1600
hariyama,59,1770
pikachu,33,1320
wingull,79,2370
terrakion,59,1770
gardevoirmega,71,2130
perrserker,40,1600
blank,1,0
jangmoo,29,1160
blastoisemega,73,2920
pineco,59,1770
lampent,71,2130
toxtricity,40,1600
back,1,0
heliolisk,49,1470
alomomola,59,1770
herdier,29,1160
mawile,33,1320
roseradef,39,1560
dialga,119,3570
fearow,49,1470
hippopotas,69,2070
lucariomega,59,1770
malaconda,62,8190
kecleon,59,1770
equilibra,64,2560
drilbur,47,1410
vivilloncontinental,78,2340
protowatt,60,1800
lillipup,21,840
geodude,49,1470
caribolt,64,1920
shuppet,59,1770
teddiursa,49,1470
unfezant,31,1240
krookodile,79,2370
aegislashblade,59,1770
drifblim,79,2370
silvallywater,38,1600
gothitelle,39,1560
smokomodo,60,2400
klink,83,2490
alcremierainbowswirl,60,2400
garbodor,59,1770
aerodactyl,39,1560
dragapult,60,1800
hitmonchan,19,760
shayminsky,39,1560
garchomp,59,1770
silvallypsycuic,38,1560
diglettalola,39,1170
alcremierubyswirllove,60,2400
numelf,59,1770
silvallyrock,37,1640
volcanion,78,2340
furfroumatron,40,1200
vanillish,59,1770
sewaddle,59,1770
dratini,47,1410
raichualola,79,2370
corphish,35,1400
groudonprimal,148,4440
naviathan,90,2700
toxtricitylowkey,105,4200
hooh,59,1770
reuniclus,59,1770
pancham,49,1470
primarina,77,2310
dewpider,38,1520
oricoriosensu,34,1440
alcremierubyswirlclover,60,2400
mudbray,21,840
skitty,35,1400
celesteela,60,1800
sinisteaantique,90,2700
kitsunohf,60,1800
venusaurf,60,2400
crawdaunt,71,2130
leavanny,44,1320
poipole,54,1620
piloswine,59,1770
deerlingautumn,59,1770
gothita,37,1480
scatterbug,55,1650
octillery,59,1770
ralts,59,1770
vanillite,51,1530
seaking,59,1770
zweilous,89,2670
audinomega,71,2130
aromatisse,59,1770
genesect,49,1470
combuskenf,29,870
darumaka,39,1560
mudkip,50,1500
wobbuffet,74,2220
xerneasneutral,74,2220
monferno,29,1160
regice,79,2370
slakoth,79,2370
azurill,33,1320
persianalola,35,1050
swalot,59,1770
silvallyghost,38,1560
mrrime,56,2240
pyroar,59,1770
finneon,59,1770
escavalier,39,1560
pincurchin,75,3000
mankey,27,1080
dustox,43,1290
vivillonmonsoon,79,2370
swellow,19,760
infernape,39,1560
dedenne,39,1560
kabutops,35,1400
furfrouheart,40,1200
coalossalgmax,161,4830
meganiumf,59,2360
omanyte,79,2370
meowsticf,47,1410
frosmoth,65,2600
sunflora,39,1560
shedinja,49,1470
volcarona,44,1320
rapidash,66,3300
duskull,59,1770
popplio,31,930
remoraid,59,1770
zangoose,39,1560
trevenant,79,2370
snubbull,98,2940
cubchoo,49,1470
makuhita,31,1240
silvallydark,39,1600
hawlucha,39,1560
cranidos,39,1560
keldeoresolute,39,1560
stunky,29,1160
woobat,71,2130
klinklang,79,2370
alcremiesaltedcreamberry,60,2400
wimpod,15,600
castformsunny,45,1350
boltund,35,1400
porygonz,79,2370
wishiwashi,35,1050
winpood,15,600
ribombee,51,2040
komala,68,2040
lycanroc,43,1290
lickitung,23,920
magearna,43,1290
sandaconda,50,2000
alcremiematchacreamribbon,60,2400
wishiwashischool,90,2700
vivillonriver,79,2370
shelloseast,43,1290
altariamega,119,3570
inteleon,50,2000
starly,23,920
luxrayf,60,1800
smoochum,39,1170
sizzlipede,40,1600
vivillonmarine,79,2370
raticatealolatotem,40,1200
silcoon,73,2920
lunala,93,2790
armaldo,59,1770
exeggutoralola,36,1440
gallademega,60,1800
noivern,59,1770
alcremierainbowswirlclover,60,2400
bergmite,71,2130
goomy,53,1590
glaceon,59,1770
floetteorange,47,1410
lumineonf,60,1800
cascoon,69,2070
slowpokegalar,59,1770
drampa,73,2190
salamence,59,1770
nincada,39,1170
shroomish,49,1470
goodra,59,1770
kricketune,44,1320
gulpinf,59,1770
ludicolof,59,2360
zorua,25,1000
sceptile,49,1470
helioptile,35,1400
ducklett,47,1410
magcargo,59,1770
arceus,89,2670
shellder,79,2370
kricketot,59,1770
munna,59,1770
dodrio,59,1770
electrode,89,2670
weavile,30,900
hoopa,79,2370
cherrimsunshine,29,1160
naganadel,67,2010
weezing,79,2370
arceusground,89,2670
magnemite,34,1360
pyukumuku,33,1440
charmander,69,2070
miloticf,64,2560
pikachubelle,40,1200
mew,49,1470
pikachupartner,32,960
rotomfrost,59,1770
cutiefly,66,1980
mienshao,59,1770
tangela,55,1650
furfroudandy,35,1050
cramorantgulping,30,1200
chatot,29,1160
seedot,29,1160
ferrothorn,39,1560
eldegoss,90,3600
totodile,25,1000
nidoqueen,49,1470
torterra,59,1770
burmy,59,1770
yamask,89,2670
slowkinggalar,80,2400
swanna,24,960
mamoswine,79,2370
jellicent,93,2790
amoonguss,74,2220
alcremievanillacreamlove,60,2400
quilladin,39,1560
rattataalola,20,600
chewtle,45,1800
slaking,89,2670
scolipede,59,1770
alcremiecaramelswirlberry,60,2400
arceusghost,89,2670
turtwig,47,1410
grimer,79,2370
dodriof,59,2360
relicanthf,79,2370
gogoat,59,1770
klefki,79,2370
pikachukaloscap,32,960
silvallyfairy,37,1480
unownv,38,1140
unownu,78,2340
unownx,68,2040
unownw,78,2340
galvantula,47,1410
krokorok,49,1470
unownz,78,2340
unowny,37,1110
hippowdonf,59,1770
torchic,63,1890
slowbrogalar,70,2100
unownn,74,2220
arceuspoison,89,2670
unownm,34,1020
unowno,73,2190
unownr,77,2310
unownq,76,2280
unownt,76,2280
unowns,78,2340
blitzle,59,1770
laprasgmax,180,5400
maractus,49,1470
ninjask,49,1470
snivy,39,1560
lickilicky,44,1320
abra,79,2370
appletun,60,2400
miniororange,139,4170
nidoking,41,1230
pignite,39,1560
sliggoo,59,1770
urshifu,60,1800
ekans,47,1410
alcremierubycream,60,2400
tomohawk,75,2250
burmysandy,59,1770
pikachuf,34,1020
servine,44,1320
dunsparce,49,1470
alcremierubycreamribbon,60,2400
porygon2,79,2370
vaporeon,63,1890
seel,59,1770
tapubulu,69,2070
alcremiemintcreamberry,60,2400
mudscale,62,1860
mandibuzz,69,2070
noibat,49,1470
espurr,39,1560
unowne,73,2190
aggron,59,1770
unownh,79,2370
lycanrocmidday,43,1290
salamencemega,60,1800
unowng,74,2220
cryogonal,78,2340
unownj,75,2250
bonsly,39,1560
pikachuhoenncap,33,990
unowni,76,2280
gloom,37,1480
unownk,57,1710
meowthgmax,120,3600
steelixmega,79,2370
minun,39,1560
wigglytuff,59,1770
phione,79,2370
unownb,72,2160
duraludongmax,72,2160
unowna,72,2160
blazikenmega,32,1920
unownd,70,2100
unownc,76,2280
flabebeyellow,79,2370
nickit,50,2000
mimikyutotem,30,900
slowpoke,49,1470
gabitef,40,1200
stoutland,47,1410
zebstrika,63,1890
jigglypuff,49,1470
spoink,29,1160
unownL,77,2310
arceusdragon,89,2670
lucario,59,1770
alcremierubycreamberry,60,2400
ponytagalar,40,1600
vivillonicysnow,79,2370
kingler,45,1350
ledyba,39,1560
arceusice,89,2670
nidoranf,63,1890
torracat,38,1140
tentacruel,79,2370
vivillon,79,2370
smoguana,40,1200
deoxysdefense,59,1770
sawsbuckautumn,47,1410
pikachupopstar,35,1050
anorith,59,1770
meltan,49,1470
necrozmaduskmane,59,1770
silvallyflying,39,1560
nidoranm,49,1470
volkraken,43,5590
runerigus,80,3200
blissey,51,1530
ponyta,99,2970
swoobat,59,1770
sealeo,59,1770
unown!,59,1770
araquanid,34,1360
arceusbug,89,2670
zydardecomplete,64,2640
volbeat,34,1360
bastiodon,59,1770
vileplumef,29,1160
spinda,79,2370
crabrawler,26,1040
darumakagalar,50,2000
accelgor,59,1770
coalossal,80,3200
jolteon,39,1560
whimsicott,81,2430
sceptilemega,50,1500
butterfreegmax,128,3840
nihilego,88,2640
poochyena,34,1360
gumshoostotem,39,1170
wooperf,79,3160
krilowatt,54,1620
pikachurockstar,40,1200
togetic,25,1000
astrolotl,45,1800
alcremiemintcreamlove,60,2400
alcremievanillacreamstar,60,2400
squirtle,29,1160
alcremiecaramelswirlstar,60,2400
magby,31,1240
prinplup,44,1320
walrein,59,1770
gengargmax,120,3600
uxie,89,2670
paras,39,1560
silvallypoison,38,1600
rookidee,38,1520
gyaradosmega,69,2070
heracrossf,40,1200
latiosmega,91,2730
rayquaza,95,2850
magneton,59,1770
riolu,29,1160
taillow,39,1560
sableyemega,60,1800
tornadus,79,2370
frillishf,44,1320
froakie,29,1160
garbodorgmax,120,3600
jellicentf,89,2670
weedle,59,1770
mimikyu,29,1160
kakuna,74,2220
nosepass,56,2100
scyther,59,1770
purugly,79,2370
darmanitanzen,1,0
incineroar,40,1200
druddigon,69,2070
ditto,59,1770
sawsbuckwinter,47,1410
tapukoko,40,1600
impidimp,30,1200
ivysaur,49,1470
toxtricitygmax,80,2400
snaelstrom,96,3840
rattataf,24,960
vivillonsavanna,79,2370
axew,55,1650
flygon,43,1290
florgesyellow,74,2220
floettewhite,47,1410
vulpix,39,1560
zacian,72,2160
xatu,59,1770
florgesorange,74,2220
spinarak,39,1560
skuntank,34,1360
deerlingwinter,59,1770
hitmonlee,27,1080
vivillongarden,79,2370
malamar,89,2670
skrelp,77,2310
machamp,39,1560
musharna,79,2370
grovyle,49,1470
salandit,41,1640
ribombeetotem,55,1650
machop,29,1160
gorebyss,79,2370
mrmime,75,2250
pyroarf,59,1770
castformrainy,45,1350
shuckle,59,1770
spectrier,80,2400
arceusgrass,89,2670
steelix,79,2370
mantyke,79,2370
medititef,39,1560
polteageist,90,3600
cosmoem,61,1830
milcery,120,4800
snorlaxgmax,160,4800
buzzwole,53,1590
farfetchd,47,1410
trumbreak,24,960
tyrogue,35,1400
exeggutor,47,1410
togekiss,47,1410
clobbopus,30,1200
linoone,49,1470
litwick,59,1770
aurumoth,40,1200
vivillonmodern,79,2370
rhyperior,59,1770
cameruptmega,82,2460
wormadamsandy,79,2370
drizzile,40,1600
pikachusinnohcap,32,960
thievul,60,2400
gourgeist,59,1770
psyduck,49,1470
unownexclamation,59,1770
yanmega,59,1770
goldeen,68,2040
bewear,44,1760
bounsweet,29,1160
castformsnowy,45,1350
karrablast,39,1560
guzzlord,44,1320
vibrava,79,2370
chinchou,59,1770
dusknoir,74,2220
alcremiematchacreamlove,60,2400
alcremiesaltedcreamlove,60,2400
regidrago,80,2400
alcremiecaramelswirlclover,60,2400
geodudealola,33,1360
fraxure,39,1560
