Schoolgirl,Kemi,"There's a limit to how far I could get studying by myself, so I started taking battle lessons.",It seems that my studies have paid off. Could this be my actual ability level?,"All I learn in my lessons is the conventional way of battling, which doesn't seem useful in actual battles."
Rich Boy,Kip,"Here I am, a master of the universe, a mover and shaker of the future!","The class differences always tell. I'm worried about your future, kid.",I really let myself get carried away this time. I hope it doesn't affect my future prospects.
Rich Boy,Babatunji,"This is Rough Skin, isn't it?! Rain Dish, Rain Dish?","It's not Rough Skin! Rain Dish, Rain Dish.","This is Rough Skin, isn't it?! Rain Dish, Rain Dish..."
Rich Boy,Franc,Are you my opponent? You look kind of hungry.,Hmm. Have you been eating well? Can't fight on an empty stomach!,Are you sure you're normal? What in the world do you eat?
Rich Boy,Gennady,"Huehuehue... If it's cash you want, I've got some. How about you go and lose this battle for me?","I may have said I had cash, but I haven't said anything about giving you any!","I couldn't fool you, could I? You do quite well, don't you?"
Rich Boy,Gulden,"I am a nouveau riche celebrity, so I am stingy with my money!","Unfortunately, you've lost to me. Now, give me your lunch money!","I lost, but I won't give you my lunch money!"
Rich Boy,Jorn,I shall present to you elegant moves worthy of the title of Rich Boy!,It's said that a Pokémon's strength depends on its training. It's not your fault. It can't be helped.,To think that anybody could be stronger than me! ...You're not just anybody!
Rich Boy,Sol,"My father, a great man, always said, “The ends justify the means as long as you win!”",It's just as my father said... History is written by the winners.,Wh-why?! Could my father's words have been wrong?
Rich Boy,Sol,My mom chose my Pokémon. I don't think they'll lose to you.,Mommy! Mama-a-a! Waaah! Make the mean Trainer go away!,Wh-why?! Could my father's words have been wrong?
Lady,Genevoise,"Ahhh, a Trainer who looks gorgeous! I hope your battle is just as beautiful.",Such a looker lost to me?! I'm a little disappointed.,"Oh my, our battle was just as gorgeous. I feel drawn to you."
Lady,Reina,"Just because I'm Daddy's little girl, it doesn't necessarily mean I'm ladylike!",I do what I want! I live how I please! That's the way Daddy's little girl rolls!,That strength... You're like a thriving roadside weed...
Lady,Lira,"What kind of Pokémon do you like? Hey, come on, show me!","Your taste in Pokémon is wonderful, but you are a disappointment as a Trainer.","Your taste in Pokémon is truly awful, but you are a first-class Trainer!"
Lady,Temitope,Chosen Trainers will choose chosen Pokémon.,So it seems victory has chosen me.,It seems I have been chosen to lose...
Lady,Penny,I'm sorry—I've been lying. I'm not really a rich girl.,Everybody paid more attention to me when I pretended to be rich.,The truth is that I'm nothing more than the daughter of a Clerk ♂.
Lady,Henrietta,"There's a certain etiquette to battles with glamorous, elegant ladies.","Fool! Oh no, there I go again...",Such an immodest way of battling! I just can't be around it!
Lady,Krona,Ahahaha!,Ahahaha!!!,Ahaha-argh...
Lady,Endotah,You look so serious and boring... Can you keep me entertained?,"Hey, we just got going! This is where it starts getting good!",Ah... You weren't bad... Which only makes me miserable...
Preschooler,Felix,Preschooler gonna battle you! Oh yeah! Nice to meet you.,Little baby is a winna! Tank you! Tank you!,Da Preschooler lost! Tank you anyways!
Preschooler,Peppi,"I may be incompetent, having been born only recently, but I'll take the liberty of battling you as best I can.",You graciously allowed a win to someone so inexperienced that I still have my baby teeth. I thank you!,"Thank you so very much for spending time with a novice like me, still so young I wet the bed."
Preschooler,Noam,I am a genius Preschooler! I'm already prepping for college.,You lost to a Preschooler... And how old are you again?,"I'm confident in studying, but I'm just a beginner in Pokémon battles."
Preschooler,Tomi,"Oh! Yer a bad guy, aren't ya? I'll stand up to ya!",Wahaha! Justice wins! I'm gonna exile you!,"You didn't let up at all, even against a little kid! Yer a bad guy, just like I said!"
Preschooler,Marcel,I am the hero! I refuse to lose!,I AM the hero! I beat a villain!,A hero never loses. A hero never dies.
Preschooler,Siorus,"Hey, baby! You're just what I've been looking for! I'm not gonna let you get away!","Hey, don't think bad of me, baby! You ran out of luck when you met me.","I guess I slipped up there... You did pretty good, baby."
Preschooler,Zak,I am very strong. I will never lose.,Daddy gave me my Pokémon! They've gotta be the strongest!,WAAAH!
Preschooler,Amjad,My Pokémon and I are the strongest. We'll take care of each and every one of you.,My Pokémon and I were the strongest. We took care of each and every one of you.,"My Pokémon and I are the strongest, so there's no way we could have truly lost."
Preschooler,Olivia,"No pouting when you lose, 'cause that's just lame.","I'm so happy, I could c-cry! Yip-yip-yippeee!","Awww, s-sniff! I losted on my battle... It's sad, but I s'pose it's my fault."
Preschooler,Nadine,"Um, this is what you call a battle, right? Why do we do stuff like this again?","Um, that was what you call a battle, right? You lost, so now you have to be my servant!","Umm, that was what you call a battle, right? I lost, so now do I have to be your servant?"
Preschooler,Caroline,Are you gonna pick on me?,You didn't pick on me. So I guess I like you!,"You did pick on me, after all, but I like you 'cause you're strong!"
Preschooler,Lihle,"I'm the heroine of justice! You mysterious, evil person! I'll drive you away!","Huh? I went to the trouble of taking you down, but you didn't explode like on TV!",Whoa! The world is falling into the hands of evil! Are we headed for an unhappy ending?
Preschooler,Juliette,"Game on, Pokémon! Give it all you've got!","Mmmm-hahaha! Yahoo! Yahoo! Thank you very much, Pokémon!","Booooo! Come on, Pokémon! Try harder!"
Preschooler,Thembi,Snicker snicker...,Snicker snicker!,Sniffle sniffle...
Preschooler,Jocelyne,"I know you, Trainer! So you're the Champion, eh?","I beat the Champion, so I'm the new Champion!",Whoa! That's what I expected from the Champion! Strong!
Preschooler,Jocelyne,"I am four years old! I will do my best! Trainer, you should do your best, too!","I'm four years old! I did my best! Trainer, you did your best, too!",Whoa! That's what I expected from the Champion! Strong!
Backpacker,Einar,Lalalala... Lalalala... I am a loner...,Lalalala... Lalalala... Drifting like clouds...,Lalalala... Lalalala... Till we meet again...
Backpacker,Sigifrith,I've spent 20 years trying to find myself... But where am I?,Before I start searching for my real self... Where in the world are we here?,Wait up a second! Hey! Don't you know who I am?
Backpacker,Anand,"I am not just an ordinary Backpacker, 'cause I'm also a newlywed, you see!","My new wife and I are hitchhiking for our honeymoon, 'cause we have no money.",This is my honeymoon! B-but... But I've lost my wife somewhere...
Backpacker,Pradeep,"How many thousands of years has it been... If only I could lose, my journey would end...",I won again... My journey still isn't over...,You... Thank you... Now my journey can come to an end...
Backpacker,Claude,Hitchhiking around the region without a cent to your name has its own charm.,See? Travel is best when you're young and poor.,Argh... I'm so hungry... Can you please spare something...
Backpacker,Owain,"Hey, don't be so stuck up! Battles can be left up to fate!","Winning, losing—in the end, it's all luck. But if it's fun, isn't that enough?","Oh! Aren't you the lucky one! I hope you also had fun, though."
Tourist,Mallorca,"Travels! Encounters! Love and adventure! Well, where will I find a darling to share it?",I'm not looking for a kid! Tell me where the hunky men are!,"Sniff, sniff... This is no good... I can't smell the perfume of love. Bye!"
Tourist,Mallorca,It's no holds barred on this journey! Where's my adventure?!,The journey isn't over. Just you wait! I'll show you the greatest adventure ever!,"Sniff, sniff... This is no good... I can't smell the perfume of love. Bye!"
Tourist,Martine,I knew this cheap package tour wouldn't be any good.,"This tour's supposed to come with Pokémon battles, but it's just making me tired!",Why would this place be included in the tour?
Tourist,Martine,The truth is that I'm a time traveler. I just popped by from the future.,"Yes, traveling through time... That's how I go!",Why would this place be included in the tour?
Tourist,Antalya,"You know, the prices in this region really are low, aren't they?","Though the level of Trainers in this region... Well, they're not worth writing home about.",I could live the high life in a country where everything costs so little!
Tourist,Antalya,"You know, the prices in this region are really quite something, aren't they!",I couldn't possibly live in a country where everything costs so much!,I could live the high life in a country where everything costs so little!
Garçon,Donaven,"Sometimes I need a little time to rest. I'm gonna take it easy this battle, OK?",That was a nice and easy win. I'll work hard again tomorrow!,"That was supposed to be refreshing, but now I feel more stressed out."
Garçon,Jasdeep,My job is riding on the result of this battle.,I did it again. I won... I'm going to be fired for not providing good-enough service...,"That was close... I just barely lost... Thanks to the service I provided, I can keep my job."
Garçon,Liam,"All I want is to work hard, save my money, and live a quiet life.",Everybody has a different dream. I just want to have a normal life.,I'd rather simply have security and happiness than chase a big dream.
Garçon,Marty,"I've got no time for greetings! Food! Give me food, I say!","Hey... You lost, right? Give me food... Give it to me...",I...wanted to eat...until I'm stuffed... one...last...time...
Garçon,Cole,Hey! Welcome! I've got some real plump and lively Pokémon right here!,What do you think of my Pokémon? They're fresh!,Thanks for coming! What'd you think? Did my Pokémon suit your tastes?
Garçon,Ken,"Welcome! Welcome! Pokémon Trainers, right this way!",We truly thank you for your patronage. Please do come again.,We have reached closing time for today. We look forward to seeing you again soon.
Waitress,Ayu,Ain't you dat Champion? Lessee what you got!,"Hohoho. Dat's it, huh? Even the Champion ain't nothin' special.","I guess you could say I expected this, or— how shall I put it—you gave me a wicked match."
Waitress,Ayu,Didn't you come here for a Pokémon battle?,You are a strong Trainer. Forgive my impertinence.,"I guess you could say I expected this, or— how shall I put it—you gave me a wicked match."
Waitress,Barb,I have confidence in my Pokémon's manners.,"We're competing to see who wins and who loses, so of course we have manners.",I was so focused on manners that I overlooked a chance to win.
Waitress,Barb,"Hiya, honey! Welcome, welcome! Have you decided what you'll have?","Order up! One glorious victory in a Pokémon battle, sunny-side up.",I was so focused on manners that I overlooked a chance to win.
Waitress,Catla,Welcome!,Thank you!,Please come again!
Waitress,Catla,"Meow, meow, I can haz battle, meow? (Ugh, I really sound like a fool, don't I?)","Meowww... I haz lost, meowww. (This job is sooo embarrassing.)",Please come again!
Poké Fan,Orpheus,My love for Pokémon is stronger than anybody else's. Love can do anything.,This victory proves my true love for Pokémon.,Love should conquer all. Love should've helped me win...right?
Poké Fan,Farida,I'm begging for more allowance and saving my money so I can go on a trip around the world someday!,"I turn 44 this year, but I have no intention of going out into the world until I've gone around the world.","When I said that the world was calling me, my mom told me to get a job."
Poké Fan,Albert,"Oh, do you want to see the Pokémon I am proudest of?","What do you think about my dear Pokémon? Great, right?",Oh my goodness! My poor Pokémon...
Poké Fan,Gelar,I can't let Pokémon I really love battle.,"My Pokémon could get hurt, so I can't take them out here.",The Pokémon you use... Do you really like them?
Poké Fan,Tristan,Here I go! I battle for the honor of the branch office!,I am a branch manager of the Pokémon Fan Club—and I won!,"Urk! F-farewell for now! I'll remember this, child!"
Poké Fan,Bardo,The Pokémon Fan Club is a secret organization into which only a chosen few may enter.,"You don't meet the prerequisites for admission. First, I recommend that you get stronger.","You're actually good, aren't you? Join the Pokémon Fan Club!"
Poké Fan,Delilah,"My husband may not be much to look at, but his love of Pokémon is what drew me to him.","The most important thing in a marriage is having shared interests, after all.",Looks fade with age anyway. It's best to have the same values.
Poké Fan,Delilah,I lost a lot of things because I love Pokémon too much...,I cannot win even with my devotion. What shall I do?!,Looks fade with age anyway. It's best to have the same values.
Poké Fan,Medea,"Listen, I love Pokémon more than life itself!",I'll be a Pokémon in my next life.,"I love your Pokémon, too! Please, let me pet them!"
Poké Fan,Solveig,Sometimes I drive myself crazy wondering why I wasn't born a Pokémon.,I wonder if I could become a Pokémon if I had a Trainer...,"Oh, I wish I could crawl inside a Poké Ball to live! Ooh, I want to be ordered what moves to do!"
Poké Fan,Elaine,"I'm not good at battling, but this is one of the duties of a Poké Fan.",I've kept the honor of the Poké Fan alive. Hahaha!,"Cheers, all you Poké Fans out there! May the Poké Fan last forever!"
Poké Fan,Naomi,I'm drowning in Pokémon. It might be too late for me.,I think life's OK as long as you get back more than you lose.,"Even my own family disowned me. As long as I have Pokémon, that's OK, though."
Hiker,Bight,My middle-age spread has given me as much gravitas as the mountains I hike!,"Bwahaha! You'll win, too, if you just up your calorie intake a bit!",At least I cannot lose when it comes to BMI!
Hiker,Kailash,I inherited this big-boned body from my parents... I'm like a living mountain range...,Ha ha! Now I can consume some more calories...,It's not enough... It's never enough. My bad cholesterol isn't high enough...
Hiker,Adze,I am no mere Hiker. Call me an alpinist.,A mountain maniac like me is properly called an alpinist.,A specialist in mountainous matters. That's an alpinist.
Hiker,Hetch,"I was born, raised, and live in the mountains. I'm an Ace Hiker, I tells ya.","You're no good at all, I tell ya! Wanna hide away in the mountains with me?","They say perseverance can move mountains. I won't give up yet, I tells ya!"
Rising Star,Heywood,Muwahaha! The legend of my invincibility begins with you!,I'm completely invincible! My legend begins here!,Ha... Are you telling me that your legend just started?
Rising Star,Heywood,I'm bursting with dreams and desires! I'm just a bundle of youthful vigor!,I'm so full of dreams and desires that I'm about to burst! But that's what it means to be young!,Ha... Are you telling me that your legend just started?
Rising Star,Jacqueline,Wait! Wait! I'm still trying to think up my strategy!,"I had no plan, but I won anyway! Maybe I shouldn't overthink things!",I told you to wait a second! It's just that my strategy wasn't ready yet!
Rising Star,Jacqueline,Is it really OK? Do you really think someone like me can be a Trainer?,Ahhh... I knew I'd be terrible at it... I can't call myself a Trainer like this...,I told you to wait a second! It's just that my strategy wasn't ready yet!
Fairy Tale Girl,Rosanella,I can hear a fairy's voice... It's telling me not to slip up with you...,"Thank you, fairy... I was about to be in trouble...",Fairy... I'm scared... Help... Help me...
Fairy Tale Girl,Rosanella,Anyone can stay young if they keep stars in their eyes and dreams in their hearts!,"All you have to do is ignore reality, and you can stay young forever, too.",Fairy... I'm scared... Help... Help me...
Fairy Tale Girl,Blondine,Uhnn... What is this place? It doesn't have the aroma of a fairy tale at all!,"No, no, that won't do, it won't do at all. When I'm in trouble, I feel farther away from fairy tales.",I need to get out of this place. My fairy tale is going to disappear!
Fairy Tale Girl,Blondine,"If it's cute, fluffy Pokémon you want, leave it to me!","A fragile ephemerality... Yes, that's another of my charms...",I need to get out of this place. My fairy tale is going to disappear!
Fairy Tale Girl,Abricotine,...Stay away.,...Go away.,...Bye.
Fairy Tale Girl,Abricotine,My dear cuties whisper all kinds of secrets to me...,Why don't my cuties say anything? Why do they seem in such a bad temper?,...Bye.
Punk Guy,Phobos,I won't be going easy on you just because you're a kid. Bring it on!,Heh. You can't do battle if you're afraid of losing.,Harrumph. I'm still weak. I pity my Pokémon...
Punk Guy,Dante,"As you can see, I'm a bad guy, and that's why I fight dirty!",You're too soft to face off against a bad guy! You're making things harder on yourself.,"OK, OK. All right, all right. Justice has to win in the end."
Punk Guy,Atlas,"I may be bad and stupid, but I'm serious about Pokémon.",I only really feel at peace when I'm with Pokémon.,I hope you'll find something you can be serious about.
Punk Guy,Dexter,Huhuehuehue... No crying when you lose...,"Hey, hey! No crying! I've got no time for some kid's tears!",Sniffle... Sniffle sniffle... I'm disappointed... So disappointed...
Punk Guy,Janus,My amazing punk hair is the secret to my power.,"The more I spike my hair, the stronger I am!","If you want to be even stronger, you should get amazing punk hair, too!"
Punk Guy,Iker,"I have a strict policy about my hairstyle. It's my whole life, so I get really fired up about it.","When my hairstyle is looking really sharp, it gets me really fired up!","I'm having a bad hair day, so there's nothing I could've done."
Punk Girl,Io,"What d'you think you're lookin' at?! You've got some kind of nerve, kid!",A hard chick like me doesn't need anybody else to fight! My Pokémon are all the backup I need!,"Amazin'! I got schooled from here to Hoenn! You gotta take me under your wing, boss!"
Punk Girl,Kimberly,I hope the distance between us gets a little closer during this battle.,Your fickle tenderness is piercing my heart.,Our feelings for each other are so strong that the loneliness will be terrible after we say good-bye.
Punk Girl,Callisto,"I'm Callisto, the boss of the Kalos Coalition. It'd be my pleasure to take you on in battle!","Phew... You've got some good Pokémon on your side, all right.","Well, ain't you something... All right, then. I'm stepping down—you're the new boss!"
Punk Girl,Ximena,Fair and square? Don't make me laugh! There's no point to battles if you don't win!,Victory is what makes battling worth it. What what?! I just dropped knowledge!,"What can you learn from a defeat? All you feel is regret, right?"
Punk Girl,Tethys,"The guy I like is, like, totally bad... I'm gonna be real bad for that cad...","The gals of the Kalos region, like yeah... Ooh, ooh, ooh, we battle, ooh yeah...","Gals of Kalos don't take it on the chin... Ooh, ooh, ooh, you'll regret this win..."
Punk Girl,Jiana,Br-bring it on! Bearing in mind that I'm a b-beginner!,Yay! Thanks for going easy on me!,Hey! Are you for real? I'll pay you back for treating me like this!
Chef,Gougere,"Non, non! A dash of defeat is not called for in my recipe book! C'est pas possible!",Ouais! Where is the life? Where is the vigor? It would not even tempt a half-starved Skitty!,Bon sang! What spice! What kick you have! You must tell me your secret ingredient!
Chef,Herb,Defeat is not a dish on my bill of fare!,"Oh dear! You aren't quite fresh enough, are you? Not even fit for a mess hall!","Oh, there's a kick to you! You must tell me your secret ingredient!"
Chef,Fricasse,"S-so you've come to challenge me! Get too close, and I will sauté you!",It...it...it's all your fault for challenging me! Next time I'll turn you into a tasty concasse!,Stop! Just hold on a moment! I don't want to be flambéed!
Chef,Flavio,"St-stay away from me! Get too close, and I will julienne you!",It...it...it's all your fault for challenging me! Next time I'll turn you into a tasty stew!,Stop! Just hold on a moment! I don't want to be grilled over a flame!
Chef,Brunoise,"In the land of feasting, I am king! Nay, I am the Emperor of Eating!","Ahhh, the Emperor of Eating is satiated! I polished off your Pokémon in no time!",I-I give up my seat as Emperor of Eating... Take care of my precious land of feasting...
Chef,Cooke,Ahh... I'm starving... I'm too weak to even throw a Poké Ball...,"I'm glad I won, but I can't move another inch... Somebody... Get me some food...",I just...wanted to... stuff myself...one...last...time.
Rising Star,Matias,People say I'm a diamond in the rough. Sure you wanna battle with me?,"I don't know what they mean, but people say I'm a diamond in the rough!",There's something about the phrase “diamond in the rough” that makes me hungry.
Rising Star,Matias,Wanna give me a hand with my training? It's all for the sake of my future dreams!,What! B-b-but my future... Have you seriously considered what defeat will do to my future?!,There's something about the phrase “diamond in the rough” that makes me hungry.
Rising Star,Thibault,First comes practice. Second comes slacking off. Third and fourth come panic and more panic. Fifth comes battle...,"Apparently, hard work will never let you down. Couldn't it be enough to work kind of hard?","OK, OK... I lose. Maybe I'll just keep working kind of hard."
Rising Star,Thibault,Talent? Hah! It's just a convenient excuse lazy Trainers use to explain away their losses.,So-called talent is no more than an illusion... The efforts of one's own are all that is real.,"OK, OK... I lose. Maybe I'll just keep working kind of hard."
Rising Star,Emilia,Th-this is my first real battle... M-my legs feel weak...,I can't remember what orders I gave... B-but I won!,My mind is a blank. I can't hold a thought in my head right now.
Rising Star,Emilia,"In the words of an ancient warrior, “Conquer the self, and you will conquer the opponent.”","Ahhhh! What a crock! If I can't even conquer you, then who cares about conquering myself?!",My mind is a blank. I can't hold a thought in my head right now.
Rising Star,Elysia,"Just because I'm a Rising Star, don't expect the freshness of a newcomer.","That was beginner's luck, if I do say so myself.","I may be a newcomer and a Rising Star, but I'm already 39."
Rising Star,Elysia,I'm gonna give it my all. It's only natural! You can only get results by doing battle!,Whether you give it your all or slack off... All that matters in the end is who wins...,"I may be a newcomer and a Rising Star, but I'm already 39."
Butler,Samvel,I slipped past my master to come play here in secret.,I deceived my master by saying I was running errands and came here to play.,"My master hates both Pokémon and battles, so there's no other way for me to come here."
Butler,Samvel,Hmph! I'm no servant of yours!,"U-ugh... Rather strong, aren't you? I suppose I might not mind serving you...","My master hates both Pokémon and battles, so there's no other way for me to come here."
Butler,Wooster,"Very well then, I shall take the liberty of determining whether or not you possess the qualifications befitting a master.",It seems that your power is slightly insufficient to employ me.,"How wonderful! Won't you hire me? I do command quite a salary, though."
Butler,Wooster,Are your preparations complete? I would like to ask you for a battle.,"Oh no, what a disgrace! I'm sure my master will dock my pay for this.","How wonderful! Won't you hire me? I do command quite a salary, though."
Butler,Faron,I've been searching for a master I can serve for 10 years. I'm a wandering Butler...,"O master, where art thou... Perhaps I should lower my standards...",Being a meddlesome old man won't keep me fed. Isn't there a master out there for me?
Butler,Faron,The master I was serving disappeared one day. Now I am a masterless Butler—a ronin retainer!,A Butler without a master is really no more than a meddlesome old man.,Being a meddlesome old man won't keep me fed. Isn't there a master out there for me?
Maid,Gisela,Oh no! I forgot to take off my uniform before I came!,Wow! Seriously? I won a battle?! There's no way I'm going back now!,Ahhhhh! And I lost! This is not my day.
Maid,Marleigh,"I started this job because it pays well, but I've just about reached my limit!",Pokémon are good at doing what they're told. Me? I absolutely can't stand being ordered around.,"Being bossed around is crazy annoying, right? That's one area where Pokémon are really great."
Maid,Taylor,"You know, I am very popular thanks to this costume of mine.",Being popular is simple. I like life to be simple.,"It feels good to be popular, but sometimes I feel achingly empty."
Maid,Laynie,"When you're dressed like this and say cute things, you're pretty popular with lonely guys.",Lonely guys are easy to be around. You never have to be yourself with them.,"The problem is when I'm dressed like this, the man of my dreams gets weirded out and pulls away from me."
Maid,Angeline,"Welcome, good sir/fair lady. Shall I take your coat for you?",You must be tired. Please do rest awhile.,"That was superb, sir/miss! You are strong indeed."
Maid,Karaly,Are you supposed to be my new overlord? What! Is this really OK?!,"What? Are you through already? As an overlord, you're totally not worth serving.",I expected nothing less from my overlord! It would be worthwhile to serve you!
Artist,Rusty,My Pokémon will trump yours! You can bet on losing!,All right! Victory is mine! Fortune is smiling on me!,Ahh... I'm flat broke... That's it. I've got nothing left...
Artist,Rusty,"I used to be popular, but now I am all washed up.","As times change, values also change. I realized that too late.",Ahh... I'm flat broke... That's it. I've got nothing left...
Artist,Slate,My paintbrush is made of secret materials.,"Well, pull out a strand of your hair. I need it to make my paintbrush thicker again.",Hmmph... I won't tell you the secret of my paintbrush.
Artist,Slate,"Well, well, you strike impressive poses. If you lose, I hope you'll model for me.",Please wait! I'm sure I can create a masterpiece with you as my model!,Hmmph... I won't tell you the secret of my paintbrush.
Artist,Rudy,You've got potential! All right! I'll make you my apprentice!,I feel great! The best! Just like that! Listen to me worshipfully!,I don't care for your disobedient attitude! Consider yourself expelled from your apprenticeship!
Artist,Rudy,"Sensitivity is important for battles, too. You! Start feeling right now!",Ah! I sense it! I sense your hypersensitive sensitivity!,I don't care for your disobedient attitude! Consider yourself expelled from your apprenticeship!
Artist,Jade,A battle with me is a test of your aesthetic sensibility.,Hunnh... Not bad... You've got a surreal side...,Hunnh... Not bad... You've got a realistic side...
Artist,Jade,"Action painting? That's, like, so last century. Art today is all about inaction.","Inaction may be the rage for art, but maybe it's not such a great strategy for battling...",Hunnh... Not bad... You've got a realistic side...
Artist,Olive,"People have started calling me an up-and-coming artist, but it's not all it's cracked up to be.",I thought I could make money if I just bought some paper and some paint...,"There's these people called curators who take most of my money, so it's like I'm not making any money."
Artist,Olive,"Inspiration... I need inspiration... Someone, please, inspire me!","Hah... Hah... No, not yet! I still need more inspiration!","There's these people called curators who take most of my money, so it's like I'm not making any money."
Artist,Blanche,Release it now! Release the passion locked inside you!,Is that all you've got? Is that the sum total of the passion you have locked inside you?,Ahh... That's the kind of passion I've been looking for!
Artist,Blanche,I dabbled in art like I dabble in Pokémon! Dabbling is what keeps me from the rabble!,"You may think I'm just babbling, but I sure love my artistic dabbling!",Ahh... That's the kind of passion I've been looking for!
Worker,Conan,I'll show you we can break you. We've been training in the field!,"How were my Pokémon? Powerful, weren't they?",How strange... How could this be... I shouldn't have been outmuscled.
