salazzletotem,50,1500
abomasnowf,59,1770
lycanrocmidnight,59,1770
morpeko,29,870
scizor,59,1770
igglybuff,80,2400
houndoommega,41,1640
vivillonpolar,79,2370
arctozolt,60,1800
sandslashalola,25,750
swadloon,74,2220
wailord,119,3570
arcanine,52,1560
arceuselectric,89,2670
tangrowth,69,2070
girafarigf,119,3570
mismagius,59,2360
cottonee,119,3570
stakataka,75,2250
palkia,79,2370
silvallyelectric,47,1410
alcremielemoncreamribbon,60,2400
butterfree,63,1890
crucibelle,30,900
blastoise,79,2370
gible,31,1240
magearnaoriginal,44,1320
pidgey,24,960
pidove,44,1760
numel,59,2360
unown,80,2400
cobalion,74,2220
alcremielemoncream,60,2400
bibarel,40,1200
indeedeef,57,1710
samurott,59,2360
zigzagoongalar,20,800
crucibellemega,51,1530
feebas,59,2360
wobbuffetf,74,2220
darkrai,59,2360
kyogre,75,2250
vivillonsun,79,2370
durant,59,2360
grapploct,60,2400
glalie,61,1830
lotad,19,760
skarmory,60,2400
lunatone,89,2670
floatzel,47,1880
miasmaw,59,1770
nidoran,50,2000
heracrossmega,59,2360
genesectburn,49,1960
qwilfish,72,2160
rhydon,48,1440
floette,47,1410
arceusflying,89,2670
kubfu,21,630
marowakalola,39,1170
pikachucosplay,33,1320
dugtrioalola,59,1770
pajantom,80,3200
deoxysspeed,47,1410
alcremievanillacreamflower,60,2400
raikou,60,1800
ambipom,49,1960
alcremievanillacreamberry,60,2400
zarudedada,39,1170
aegislash,59,1770
dreepy,60,1800
drowzee,70,2100
trubbish,41,1640
alcremierainbowswirlstar,60,2400
palpitoad,55,2200
vivillonelegant,79,2370
arrokuda,40,1600
silvallydragon,47,1410
comfey,59,1770
skorupi,51,2040
carkol,70,2800
greninja,39,1560
electivire,59,2360
pansage,36,1440
snom,60,2400
alcremiegmax,150,4500
thundurus,79,2370
primeape,40,1600
bouffalant,29,1160
silvallysteel,47,1410
corviknight,45,1800
zamazenta,71,2130
bidoof,44,1320
meowstic,47,1880
golbatf,59,1770
lycanrocdusk,72,2190
pokestartransport,58,2900
carracosta,59,2360
crobat,27,1080
clefairy,40,1600
cramorant,40,1600
pokestarmt2,43,5350
solosis,59,2360
pikipek,14,420
hattrem,72,2880
relicanth,79,2370
alcremievanillacreamclover,60,2400
basculinbluestriped,29,1160
burmytrash,59,1770
hippowdon,59,2360
miniorindigo,138,4140
centiskorchgmax,160,4800
obstagoon,30,1200
empoleon,59,2360
zoroark,49,1470
calyrexshadow,80,2400
togedemaru,20,600
suicune,60,1800
lanturn,60,2400
lapras,89,2670
hakamoo,29,870
ninetales,59,1770
alcremiemintcreamflower,60,2400
melmetal,59,1770
latias,87,2610
dracovish,59,1770
braviary,22,880
simisage,30,1200
whiscash,58,2320
boldore,89,2670
combusken,27,1080
mienfoo,59,2360
sawk,59,2360
gabite,39,1560
rattata,26,1040
ursaringf,44,1320
graveleralola,49,1470
reshiram,69,2070
scizorf,59,1770
alcremiecaramelswirllove,60,2400
claydol,79,2370
silvallyground,47,1410
ampharos,48,1920
forretress,60,2400
alcremielemoncreamlove,59,1770
mimikyubusted,39,1170
raboot,32,1280
gothorita,31,1240
buizel,49,1960
cubone,48,1440
gastrodon,59,2360
alcremiecaramelswirl,60,2400
metang,59,2360
kerflufflef,40,1200
rotomm,59,1770
unfezantf,31,1240
rotoms,59,1770
rotomh,59,1770
brionne,43,1290
cramorantgorging,30,1200
rotomf,59,1770
sandygast,79,2370
grimeralola,79,2370
cacnea,49,1960
eiscue,60,1800
gligar,60,2400
plusle,40,1600
alcremiecaramelswirlflower,60,2400
bisharp,39,1560
vivillonsandstorm,79,2370
venusaur,60,1800
bibarelf,39,1560
marshadow,58,1740
regirock,69,2070
alcremiemintcreamstar,60,2400
jumpluff,79,2370
bellsprout,60,1800
cresselia,119,3570
pikachuphd,37,1110
poliwag,45,1800
camerupt,59,2360
chimchar,27,1080
miniorviolet,139,4170
phanpy,52,2080
genesectshock,49,1960
glameow,47,1880
oranguru,53,1590
masquerain,60,2400
smeargle,40,1600
gulpin,60,2400
lilligant,49,1960
golem,60,2400
manectric,49,1960
victini,39,1560
happiny,39,1560
rotomw,59,1770
ferroseed,1,0
golemalola,59,1770
watchog,54,2160
aron,39,1560
charjabug,49,1470
bruxish,59,1770
deerlingsummer,59,1770
kommoo,58,1740
vivillontundra,79,2370
floetteeternal,47,1410
kitsunoh,60,1800
meganium,60,2400
oricoriopompom,29,870
marill,54,2160
solrock,89,2670
piplup,39,1560
rockruff,39,1170
starlyf,23,920
kangaskhanmega,69,2760
hatterenegmax,120,3600
cleffa,42,1260
gengarmega,119,3570
snorlax,106,3180
lopunny,49,1960
beedrillmega,40,1600
blacephalon,59,1770
morpekohangry,20,600
aurorus,89,2670
copperajahgmax,200,6000
staryu,60,1800
alcremiemintcream,60,2400
alcremiesaltedcreamflower,60,2400
poliwhirl,40,1600
silvallygrass,47,1410
yungoos,39,1170
pachirisuf,49,1470
clamperl,54,2160
mudsdale,79,2370
cherubi,49,1960
garchompf,59,1770
darmanitangalar,70,2800
eeveestarter,25,1000
wooloo,74,2960
silvallyfire,47,1410
stantler,40,1200
marshtomp,51,2040
pinsir,40,1600
mareep,75,2250
girafarig,119,3570
duraludon,59,1770
honchkrow,41,1640
arceusdark,89,2670
raichu,29,1160
xurkitree,299,11960
stunfisk,47,1410
pichu,47,1410
ledybaf,39,1560
alcremielemoncreamclover,60,2400
alcremierubyswirlberry,59,1770
tauros,48,1440
beartic,59,2360
noctowl,30,1200
sawsbuck,47,1880
torkoal,239,7170
tynamo,79,2370
litleo,39,1560
miniormeteor,159,4770
meowthgalar,35,1400
breloom,39,1560
duosion,59,1770
scrafty,50,1500
surskit,70,2100
phantump,99,2970
arbok,80,2400
drednaw,65,2600
kyogreprimal,69,2070
ledian,41,1230
thundurustherian,59,1770
stunfiskgalar,60,2400
vivillonocean,79,2370
politoedf,59,1770
rapidashgalar,80,3200
slowking,60,2400
munchlax,60,2400
furfrou,47,1880
fletchinder,24,960
florgesblue,74,2220
lairon,59,1770
bayleef,52,1560
xerneas,74,2220
flabebeblue,79,2370
gossifleur,80,3200
hypno,48,1920
donphan,50,2000
whirlipede,80,2400
bagon,29,1160
slowbro,59,1770
ledianf,41,1230
pumpkaboosmall,119,3570
excadrill,47,1880
deino,67,2010
regigigas,79,2370
zaciancrowned,71,2130
voodoomf,45,1350
delibird,40,1600
panpour,32,1280
arceusrock,89,2670
medichamf,43,1290
zeraora,48,1440
charizardgmax,144,4320
tornadustherian,39,1560
sinistea,90,3600
abomasnow,59,1770
deoxysattack,59,1770
pidgeotto,20,800
granbull,60,2400
heracross,60,2400
emolga,99,2970
sableye,43,1290
vivillonpokeball,79,2370
mantine,80,2400
pupitar,70,2100
espeon,60,2400
flapplegmax,180,5400
vanilluxe,59,2360
justyke,60,2130
castform,45,1800
lurantis,44,1320
tropius,119,3570
barraskewda,45,1800
rotomfan,59,1770
passimian,28,840
regieleki,315,9450
sharpedomega,69,2070
chikorita,48,1440
diancie,59,1770
deoxys,59,2360
arceusfairy,89,2670
cameruptf,59,1770
skwovet,50,2000
venipede,32,1280
shellos,59,2360
vikavolttotem,59,1770
corvisquire,30,1200
mimikyubustedtotem,30,900
miniorgreen,139,4170
politoed,59,1770
copperajah,79,2370
glastrier,70,2100
meloetta,39,1560
dracozolt,60,1800
medicham,44,1760
tyrantum,61,1830
zekrom,67,2010
furfroulareine,37,1110
misdreavus,50,2000
pawniard,23,920
jirachi,59,2360
gallade,40,1200
hoopamega,1,0
alcremierainbowswirlribbon,59,1770
venonat,60,2400
furfroukabuki,38,1140
camperuptmega,1,0
blazikenf,47,1410
pokestarufo2,42,2100
klang,75,2250
landorustherian,59,1770
metapod,60,2400
tyrantrum,61,1830
purrloin,55,2200
loudred,56,2240
silvally,47,1410
pidgeot,53,1590
avalugg,79,2370
quagsiref,69,2070
gastly,64,1920
buneary,47,1880
minccino,39,1560
rowlet,39,1170
simipour,50,2000
alcremiesaltedcream,60,2400
porygon,48,1920
venomoth,48,1920
beheeyem,42,1680
calyrex,91,2730
florgeswhite,74,2220
pikachukalos,33,990
giratina,79,2370
larvesta,67,2010
orbeetle,63,2520
pikachustarterf,34,1020
eternatuseternamax,599,17970
metagrossmega,79,2370
houndoomf,41,1230
inteleongmax,200,6000
groudon,59,2360
alcremiemintcreamribbon,60,2400
croconaw,60,1800
machampgmax,80,2400
tapufini,89,2670
baltoy,59,2360
necrozmadawnwings,99,1980
eelektrik,59,2360
sneaself,49,1470
kyuremwhite,2,2670
alcremiesaltedcreamclover,59,1770
corsolagalar,60,2400
furfroustar,40,1200
golbat,59,1770
alcremielemoncreamberry,60,2400
rufflet,31,1240
rotomwash,59,1770
silvallyice,47,1410
kyurem,87,2610
delcatty,60,2400
beautifly,79,2370
mawilemega,119,4760
entei,80,2400
darmanitan,45,1800
sandshrew,30,1200
grookey,40,1600
toxicroakf,15,600
golduck,50,2000
elekid,32,1280
hoothoot,48,1920
dubwool,50,2000
genesectdouse,49,1960
krabby,40,1600
chimecho,69,2070
kinglergmax,120,3600
wormadam,79,2370
exploud,80,2400
flaaffy,48,1440
torchicf,63,1890
slugma,60,2400
carbink,83,2490
meditite,40,1200
melmetalgmax,149,4830
seadra,60,1800
audino,60,2400
chingling,39,1560
necrozma,79,2370
eiscuenoice,45,1350
piloswinef,59,1770
binacle,45,1350
exeggcute,60,2400
flabebe,79,2370
silvallybug,47,1410
staravia,15,600
dewott,29,1160
manectricmega,59,2360
mareanie,34,1020
applin,30,1200
swalotf,59,1770
turtonator,58,1740
gastrodoneast,59,1770
fletchling,44,1320
swablu,79,2370
kingdra,72,2160
pangoro,59,1770
haxorus,59,1770
heatran,69,2070
machoke,32,1280
tympole,59,2360
natu,38,1520
eevee,25,1000
charmeleon,59,1770
skiploom,49,1470
koffing,122,3660
kerfluffle,40,1200
lopunnymega,29,1160
luxray,59,1770
magikarp,29,1160
charizardmegay,95,3800
charizardmegax,64,3200
milotic,63,1890
clawitzer,47,1410
probopass,59,2360
cosmog,59,1770
nuzleaff,29,1160
emboar,59,2360
marowakalolatotem,30,900
eelektross,59,2360
luxiof,49,1470
hoppip,49,1470
gumshoos,49,1470
mothim,42,1680
jynx,60,2400
skiddo,59,1770
image2,1,0
ludicolo,59,1770
solgaleo,69,2070
barboach,59,2360
diggersby,49,1470
houndour,48,1920
raticatef,61,1830
aipomf,29,1160
mimejr,31,1240
blipbug,50,2000
landorus,79,2370
pikachualola,33,990
crabominable,49,1470
frillish,59,1770
rotom,59,1770
toucannon,59,1770
pokestarblackbelt,31,3000
palossand,94,2820
arctovish,109,3270
murkrowf,39,1560
pidgeotmega,60,1800
alcremierubyswirlribbon,60,2400
huntail,59,2360
cawmodore,30,1200
meowthalola,42,1260
graveler,50,2000
conkeldurr,59,2360
giratinaorigin,69,2070
arceuspsychic,89,2670
alcremierubycreamlove,60,2400
kadabra,51,1530
octilleryf,59,1770
zygarde10,39,1170
gourgeistsuper,59,1770
grotle,59,2360
seismitoad,44,1760
corsola,60,2400
flareon,29,1160
rolycoly,40,1600
sawsbucksummer,47,1410
eternatus,100,3000
zapdosgalar,75,2250
flapple,30,1200
spearow,24,960
mewtwo,90,2700
tangrowthf,69,2070
jumbao,45,1350
wailmer,59,1770
silvallypsychic,46,1380
serperior,79,2370
florges,74,2220
sudowoodo,60,1800
latios,87,2610
zigzagoon,48,1440
pokestarspirit,40,2000
rampardos,59,2360
articuno,40,1200
hoopaunbound,74,2220
vileplume,29,1160
chansey,52,1560
alcremierainbowswirllove,60,2400
rhyhorn,72,2160
mesprit,59,2360
alcremierainbowswirlberry,60,2400
metagross,79,2370
rillaboom,45,1800
swampertmega,79,2370
fennekin,25,1000
oddish,50,2000
wartortle,31,1240
dusclops,59,2360
dragonite,44,1320
steelixf,79,2370
slowbromega,79,2370
shinx,39,1560
appletungmax,180,5400
scizormega,60,1800
cyndaquil,50,2000
vespiquen,48,1440
sentret,47,1410
alcremierubycreamflower,60,2400
mrmimegalar,26,1040
lumineon,59,2360
banette,59,2360
blaziken,47,1410
corviknightgmax,160,4800
lurantistotem,32,1280
shiinotic,49,1470
patrat,29,1160
mukalola,79,2370
hydreigon,85,2550
zarude,39,1170
meloettapirouette,39,1560
pluffle,30,900
articunogalar,89,2670
minioryellow,139,4170
cinccino,59,2360
fomantis,39,1170
kommoototem,54,1620
doduo,45,1350
sandacondagmax,300,9000
roseliaf,71,2130
altaria,59,1770
beautiflyf,79,2370
beldum,58,2320
moltres,46,2300
alakazam,74,2220
sunkern,60,2400
archeops,39,1560
alcremiesaltedcreamstar,60,2400
drifloon,69,2070
alcremiematchacreamstar,60,2400
fidgit,60,1800
sharpedo,60,1800
bronzong,79,2370
meowth,42,1680
cacturne,59,2360
snornut,59,1770
cursola,120,4800
elgyem,75,2250
finneonf,59,1770
haunter,59,1770
poliwrath,37,1480
smogecko,40,1200
absol,59,1770
araquanidtotem,32,960
heatmor,99,2970
alakazammega,79,3160
slurpuff,47,1410
toxel,30,1200
celebi,76,2280
barbaracle,79,2370
dwebble,59,2360
gligarf,59,1770
luvdisc,59,2360
silvallyfighting,47,1410
ambipomf,49,1470
orbeetlegmax,240,7200
vivillonhighplains,79,2370
ursaring,45,1350
vivillonarchipelago,79,2370
dhelmise,87,2610
miltank,60,2400
necturna,86,3440
froslass,69,2070
rotomheat,59,1770
stonjourner,98,2940
alcremiematchacreamclover,60,2400
alcremierainbowswirlflower,60,2400
litten,29,870
moltresgalar,84,2520
flabebewhite,79,2370
vullaby,31,1240
arceusfighting,89,2670
omastar,80,2400
marowak,42,1680
alcremiesaltedcreamribbon,60,2400
clefable,39,1560
typhlosion,56,1680
murkrow,40,1600
pelipper,29,1160
kartana,59,1770
victreebel,60,2400
vigoroth,59,2360
ampharosmega,47,1880
floetteblue,47,1410
alcremierubycreamclover,60,2400
archen,59,2360
aggronmega,59,2360
arceusfire,89,2670
grubbin,29,870
trapinch,79,2370
furfroudebutante,35,1050
furret,59,1770
darmanitangalarzen,40,1600
carvanha,79,2370
voltorb,60,1800
buizelf,49,1470
swirlix,47,1410
chandelure,69,2070
wormadamtrash,79,2370
wurmple,59,2360
spewpa,59,1770
alcremierubyswirlflower,60,2400
vivillonjungle,79,2370
eeveegmax,100,3000
yamper,40,1600
sudowoodof,59,1770
croagunk,39,1560
tirtouga,79,2370
cufant,60,1800
chespin,44,1320
foongus,39,1560
alcremiematchacreamflower,60,2400
electabuzz,39,1560
voodoom,45,1350
magmar,60,2400
pachirisu,49,1960
tentacool,60,2400
caterpie,49,1470
golett,59,2360
dewgong,59,1770
cinderace,40,1600
hariyama,59,2360
pikachu,33,1320
wingull,79,2370
terrakion,59,1770
gardevoirmega,72,2160
perrserker,40,1600
blank,1,0
jangmoo,39,1170
blastoisemega,74,2220
pineco,59,1770
lampent,71,2130
toxtricity,40,1600
back,1,0
heliolisk,49,1470
alomomola,59,1770
pokestarblackdoor,52,2800
herdier,29,1160
mawile,33,1320
roseradef,39,1170
dialga,119,3570
fearow,50,2000
hippopotas,69,2070
lucariomega,60,1800
malaconda,62,8190
kecleon,60,2400
equilibra,64,2560
pokestarf00,103,6150
pikachuoriginal,33,990
drilbur,47,1880
vivilloncontinental,79,2370
protowatt,60,1800
lillipup,21,840
geodude,50,2000
caribolt,64,1920
shuppet,59,1770
teddiursa,50,2000
unfezant,31,1240
krookodile,79,2370
aegislashblade,59,1770
drifblim,79,2370
silvallywater,47,1410
gothitelle,39,1560
smokomodo,60,2400
klink,83,2490
alcremierainbowswirl,60,2400
garbodor,59,2360
aerodactyl,39,1560
dragapult,60,1800
hitmonchan,20,800
shayminsky,39,1560
garchomp,59,1770
diglettalola,38,1140
alcremierubyswirllove,60,2400
numelf,59,1770
silvallyrock,47,1410
volcanion,78,2340
furfroumatron,40,1200
vanillish,59,2360
sewaddle,59,2360
dratini,48,1920
raichualola,79,2370
corphish,35,1400
groudonprimal,73,2190
naviathan,90,2700
toxtricitylowkey,105,4200
hooh,60,2400
reuniclus,59,2360
pancham,49,1470
primarina,89,2670
dewpider,46,1380
oricoriosensu,49,1470
alcremierubyswirlclover,60,2400
mudbray,28,840
skitty,35,1400
celesteela,83,2490
sinisteaantique,89,2670
kitsunohf,60,1800
crawdaunt,72,2160
leavanny,44,1760
poipole,70,2100
piloswine,60,2400
deerlingautumn,59,1770
gothita,37,1480
scatterbug,55,1650
octillery,60,2400
ralts,60,1800
vanillite,51,1530
seaking,60,2400
zweilous,91,2730
audinomega,71,2130
aromatisse,59,1770
genesect,49,1960
combuskenf,27,1080
darumaka,39,1560
mudkip,50,2000
wobbuffet,75,2250
xerneasneutral,74,2220
monferno,29,1160
regice,79,2370
slakoth,79,2370
azurill,34,1020
persianalola,44,1320
swalot,60,2400
silvallyghost,47,1410
mrrime,56,2240
pyroar,59,1770
finneon,59,2360
escavalier,39,1560
pincurchin,75,3000
pyroak,60,3000
mankey,28,1120
dustox,43,1720
vivillonmonsoon,79,2370
swellow,19,760
infernape,39,1560
dedenne,39,1560
kabutops,36,1440
pikachulibre,26,780
furfrouheart,40,1200
meganiumf,59,1770
omanyte,80,2400
meowsticf,47,1880
frosmoth,65,2600
sunflora,40,1200
shedinja,50,1500
volcarona,44,1320
rapidash,78,3120
duskull,59,2360
popplio,30,900
remoraid,60,1800
zangoose,39,1560
trevenant,81,2430
snubbull,50,2000
cubchoo,49,1960
makuhita,31,1240
barboarch,60,1800
silvallydark,47,1410
hawlucha,39,1560
cranidos,39,1560
keldeoresolute,39,1560
stunky,30,1200
woobat,71,2130
klinklang,79,2370
alcremiesaltedcreamberry,60,2400
wimpod,19,570
boltund,35,1400
castformsunny,45,1350
porygonz,79,2370
wishiwashi,49,1470
combeef,43,1290
ribombee,69,2070
komala,87,2610
lycanroc,59,1770
cacturnef,59,1770
lickitung,23,920
magearna,44,1320
sandaconda,50,2000
alcremiematchacreamribbon,60,2400
wishiwashischool,109,3270
pikachuunova,33,990
vivillonriver,79,2370
shelloseast,59,1770
altariamega,119,3570
inteleon,50,2000
starly,23,920
luxrayf,59,1770
smoochum,39,1560
sizzlipede,40,1600
vivillonmarine,79,2370
raticatealolatotem,38,1140
silcoon,79,2370
lunala,119,3570
armaldo,59,2360
exeggutoralola,47,1410
gallademega,59,1770
noivern,59,1770
alcremierainbowswirlclover,60,2400
bergmite,71,2130
goomy,53,1590
glaceon,59,1770
floetteorange,47,1410
lumineonf,59,1770
cascoon,69,2070
slowpokegalar,60,1800
drampa,99,2970
salamence,59,1770
nincada,40,1200
shroomish,49,1960
pokestarhumanoid,74,3750
goodra,59,2360
kricketune,44,1760
gulpinf,59,1770
ludicolof,59,1770
zorua,25,1000
sceptile,49,1960
helioptile,35,1400
ducklett,48,1920
magcargo,60,2400
arceus,89,2670
shellder,80,2400
kricketot,59,2360
munna,59,2360
staraptorf,29,1160
dodrio,59,1770
rhydonf,47,1410
electrode,90,2700
weavile,30,1200
hoopa,79,2370
cherrimsunshine,29,1160
naganadel,68,2040
weezing,239,7170
arceusground,89,2670
magnemite,35,1400
pyukumuku,49,1470
charmander,69,2070
miloticf,63,1890
pikachubelle,40,1200
mew,50,2000
pikachupartner,34,1020
rotomfrost,59,1770
snoverf,89,2670
cutiefly,95,2850
mienshao,59,2360
tangela,55,1650
furfroudandy,35,1050
cramorantgulping,30,1200
chatot,29,1160
seedot,29,1160
ferrothorn,39,1560
eldegoss,90,3600
kricketunef,44,1320
totodile,26,780
nidoqueen,50,2000
torterra,59,2360
burmy,59,1770
yamask,89,2670
pokestarufo,42,2100
slowkinggalar,80,2400
swanna,24,960
mamoswine,79,2370
jellicent,89,2670
amoonguss,74,2220
alcremievanillacreamlove,59,1770
quilladin,39,1560
rattataalola,25,750
chewtle,45,1800
slaking,89,2670
scolipede,60,1800
alcremiecaramelswirlberry,60,2400
arceusghost,89,2670
turtwig,47,1880
grimer,80,2400
relicanthf,79,2370
gogoat,59,1770
klefki,79,2370
silvallyfairy,47,1410
unownv,79,2370
unownu,79,2370
unownx,79,2370
unownw,71,2840
galvantula,47,1880
krokorok,49,1960
unownz,79,2370
unowny,79,2370
hippowdonf,59,1770
torchic,63,1890
slowbrogalar,69,2100
unownn,79,2370
arceuspoison,89,2670
unownm,79,2370
unownp,79,2370
unowno,79,2370
unownr,79,2370
unownq,79,2370
unownt,79,2370
unowns,79,2370
blitzle,59,2360
laprasgmax,180,5400
maractus,49,1960
ninjask,50,2000
snivy,39,1560
lickilicky,44,1760
abra,79,2370
appletun,60,2400
miniororange,139,4170
nidoking,42,1680
pignite,39,1560
sliggoo,59,1770
urshifu,60,1800
ekans,48,1920
alcremierubycream,60,2400
tomohawk,75,2250
burmysandy,59,1770
pikachuf,33,1320
magikarpf,29,1160
servine,44,1760
dunsparce,49,1470
alcremierubycreamribbon,59,1770
porygon2,80,2400
vaporeon,63,1890
seel,60,1800
tapubulu,68,2040
alcremiemintcreamberry,60,2400
mandibuzz,69,2070
noibat,49,1470
unownf,79,2370
espurr,39,1560
unowne,79,2370
aggron,59,1770
unownh,79,2370
salamencemega,59,1770
unowng,79,2370
cryogonal,78,2340
unownj,79,2370
bonsly,39,1560
unowni,79,2370
gloom,38,1520
unownl,79,2370
unownk,59,1770
meowthgmax,120,3600
steelixmega,80,2400
minun,40,1600
wigglytuff,60,2400
phione,79,2370
unownb,79,2370
duraludongmax,117,3600
blazikenmega,100,6000
unownd,79,2370
unownc,79,2370
zubatf,39,1290
flabebeyellow,79,2370
nickit,50,2000
mimikyutotem,29,870
pokestarsmeargle,95,6400
slowpoke,49,1470
gabitef,39,1560
stoutland,47,1880
zebstrika,63,1890
jigglypuff,49,1470
spoink,29,1160
arceusdragon,89,2670
lucario,59,1770
alcremierubycreamberry,60,2400
ponytagalar,40,1600
vivillonicysnow,79,2370
kingler,46,1840
ledyba,39,1560
arceusice,89,2670
nidoranf,64,1920
torracat,39,1170
tentacruel,80,2400
vivillon,79,2370
pikachuhoenn,33,990
smoguana,40,1200
deoxysdefense,59,1770
sawsbuckautumn,47,1410
pikachupopstar,35,1050
pikachusinnoh,33,990
anorith,59,2360
meltan,49,1470
necrozmaduskmane,99,3120
marowaktotem,30,900
silvallyflying,47,1410
nidoranm,50,2000
shapedomega,1,0
volkraken,43,5590
runerigus,80,3200
blissey,52,2080
ponyta,99,2970
swoobat,59,2360
sealeo,59,2360
araquanid,119,3570
arceusbug,89,2670
raticatetotema,38,1140
volbeat,35,1050
bastiodon,59,2360
spinda,79,2370
crabrawler,34,1020
darumakagalar,50,2000
accelgor,59,1770
coalossal,80,3200
jolteon,40,1600
whimsicott,81,2430
sceptilemega,49,1470
butterfreegmax,128,3840
nihilego,119,3570
poochyena,34,1360
gumshoostotem,44,1320
wooperf,79,2370
krilowatt,54,1620
pikachurockstar,40,1200
togetic,26,1040
astrolotl,45,1800
alcremievanillacreamstar,60,2400
alcremiemintcreamlove,58,1770
squirtle,29,1160
alcremiecaramelswirlstar,59,1770
magby,32,1280
prinplup,44,1760
walrein,59,2360
gengargmax,120,3600
uxie,89,2670
paras,40,1600
silvallypoison,47,1410
rookidee,38,1520
gyaradosmega,70,2100
heracrossf,59,1770
latiosmega,91,2730
rayquaza,95,2850
magneton,60,2400
riolu,30,1200
taillow,39,1560
sableyemega,59,1770
tornadus,79,2370
pokestarmt,43,5350
pokestarmonster,59,2950
frillishf,59,2360
froakie,29,1160
garbodorgmax,67,3600
jellicentf,89,2670
weedle,59,1770
mimikyu,39,1170
kakuna,74,2220
nosepass,61,2720
scyther,60,2400
purugly,79,2370
darmanitanzen,1,0
incineroar,39,1170
druddigon,69,2070
ditto,60,2400
sawsbuckwinter,47,1410
tapukoko,27,810
impidimp,30,1200
ivysaur,49,1470
pokestarf002,37,1850
staraviaf,29,1160
toxtricitygmax,80,2400
snaelstrom,96,3840
rattataf,25,1000
vivillonsavanna,79,2370
axew,55,1650
flygon,43,1720
florgesyellow,74,2220
floettewhite,47,1410
vulpix,40,1600
zacian,71,2130
xatu,29,1160
florgesorange,74,2220
spinarak,40,1200
skuntank,34,1360
deerlingwinter,59,1770
hitmonlee,28,1120
vivillongarden,79,2370
malamar,89,2670
skrelp,77,2310
machamp,40,1600
musharna,79,2370
grovyle,49,1960
salandit,49,1470
machop,30,1200
gorebyss,79,2370
mrmime,75,2250
pyroarf,59,1770
castformrainy,45,1350
shuckle,60,2400
spectrier,80,2400
arceusgrass,89,2670
steelix,80,2400
mantyke,79,2370
medititef,39,1560
polteageist,90,3600
cosmoem,89,2670
kyuremblack,80,2400
milcery,120,4800
snorlaxgmax,160,4800
buzzwole,69,2070
farfetchd,48,1920
tyrogue,35,1400
exeggutor,48,1920
togekiss,47,1880
clobbopus,30,1200
linoone,50,2000
litwick,59,2360
aurumoth,40,1200
vivillonmodern,79,2370
rhyperior,59,2360
cameruptmega,81,2430
wormadamsandy,79,2370
drizzile,40,1600
thievul,60,2400
gourgeist,59,1770
psyduck,49,1470
unownexclamation,59,1770
yanmega,59,2360
croagunkf,39,1560
goldeen,68,2040
bewear,58,1740
